ID_Pago;Fecha_Pago;ID_Contrato;Importe_Pagado;Estado_Pago;Dias_Retraso;Metodo_Pago;version_sistema;usuario_carga
PG00630;2023-12-05;CT0043;1090;PAGADO;0;transferencia;v3.1.8;mlopez
PG00631;2024-01-05;CT0043;1090;Pdo.;0;TRANSFERENCIA;v3.2.1;jgarcia
PG00632;2024-02-05;ct0043;1090;Cobrado;0;DOM;v3.1.8;jgarcia
PG00633;2024-03-05;CT0043;1090;Ok;0;Dom.;v3.1.8;import_batch
PG00634;2024-04-05;CT0043;1090;Ok;0;EFE;v3.2.0;admin
PG00635;2024-05-05;CT0043;0;Moroso;47;transferencia;v3.2.1;import_batch
PG00636;2024-06-05;CT0043;1090;pagado;0;Bizum;v3.2.1;sistema_auto
PG00637;2024-07-05;CT0043;1090;Ok;0;Efectivo;v3.2.0;sistema_auto
PG00638;2024-08-05;CT0043;1090;OK;0;EFE;v3.2.1;import_batch
PG00639;2024-09-05;CT0043;1090;OK;0;Efectivo;v3.2.1;sistema_auto
PG00640;2024-10-05;CT0043;1090;P;0;Metalico;v3.2.0;sistema_auto
PG00641;2024-11-05;CT0043;1090;pagado;0;DOMICILIACION;v3.2.0;admin
PG00642;2024-12-05;CT0043;1090;Cobrado;0;TRF;v3.2.0;jgarcia
PG00643;2025-01-05;CT0043;;NO;84;Dom.;v3.2.1;admin
PG00644;2025-02-05;CT0043;1090;Pdo.;0;Metalico;v3.2.1;sistema_auto
PG00645;2025-03-05;CT0043;1090;PAG;0;EFECTIVO;v3.1.8;jgarcia
PG00646;2025-04-05;CT0043;1090;OK;0;Metalico;v3.1.8;admin
PG00647;2025-05-05;CT0043;1090;Ok;0;Transferencia;v3.2.1;mlopez
PG00648;2025-06-05;CT0043;1090;retraso;28;Domiciliación;v3.2.1;jgarcia
PG00649;2025-07-05;CT0043;1090;Pagado;0;Metalico;v3.1.8;sistema_auto
PG00650;2025-08-05;CT0043;1090;Al corriente;0;Cash;v3.2.0;admin
PG00651;2025-09-05;CT0043;1090;OK;0;TRANSF;v3.1.8;import_batch
PG00652;2024-05-05;CT0044;1460;Pdo.;0;BIZUM;v3.1.8;sistema_auto
PG00653;2024-06-05;CT0044;1460;Al corriente;999;Dom.;v3.2.1;sistema_auto
PG00654;2024-07-05;CT0044;0;Impagado;72;Bizum;v3.2.0;mlopez
PG00655;2024-08-05;CT0044;1460;OK;0;TRF;v3.2.1;mlopez
PG00656;2024-09-05;CT0044;1460;pagado;0;Domiciliación;v3.2.0;sistema_auto
PG00657;2024-10-05;CT0044;1460;PAGADO;0;efectivo;v3.2.1;jgarcia
PG00658;2024-11-05;CT0044;1460;Pagado;0;TRF;v3.1.8;jgarcia
PG00659;2024-12-05;CT0044;1460;OK;0;Recibo;v3.2.0;jgarcia
PG00660;2025-01-05;CT0044;1460;Ok;0;EFECTIVO;v3.1.8;mlopez
PG00661;2025-02-05;CT-0044;1460;Atrasado;10;TRF;v3.1.8;jgarcia
PG00662;2025-03-05;CT0044;1460;pagado;0;BIZUM;v3.2.0;admin
PG00663;2025-04-05;CT0044;1460;P;0;BZM;v3.2.1;admin
PG00664;2025-05-05;0044;1460;P;0;Domic.;v3.1.8;mlopez
PG00665;2025-06-05;CT0044;1460;PAG;0;efectivo;v3.2.1;admin
PG00666;2025-07-05;CT0044;1460;OK;0;Domiciliación;v3.1.8;mlopez
PG00667;2025-08-05;CT0044;1460;OK;0;EFECTIVO;v3.1.8;jgarcia
PG00668;2025-09-05;CT0044;1460;pagado;0;Cash;v3.1.8;import_batch
PG00669;2025-10-05;CT0044;1460;Pagado;0;Metalico;v3.2.1;jgarcia
PG00670;2025-11-05;CT0044;1460;Al corriente;0;TRANSF;v3.1.8;jgarcia
PG00671;2025-12-05;CT0044;N/A;IMP;77;TRF;v3.1.8;sistema_auto
PG00672;2025-06-05;CT0045;1440;P;0;EFECTIVO;v3.1.8;sistema_auto
PG00673;2025-07-05;CT0045;1440;Cobrado;0;TRANSF;v3.2.1;admin
PG00674;2025-08-05;CT0045;1440;pagado;0;Bizum;v3.2.0;admin
PG00675;2025-09-05;CT0045;1440;Tarde;22;Domic.;v3.2.1;import_batch
PG00676;2025-10-05;CT0045;1440;PAGADO;0;Metalico;v3.1.8;admin
PG00677;2025-11-05;CT 0045;N/D;Impagado;53;TRANSF;v3.2.0;mlopez
PG00678;2025-12-05;CT0045;1440;OK;0;EFECTIVO;v3.1.8;mlopez
PG00679;2024-01-05;CT0046;480;P;0;efectivo;v3.1.8;admin
PG00680;2024-02-05;CT0046;480;Ok;0;BIZUM;v3.2.0;import_batch
PG00681;2024-03-05;CT0046;480;P;0;Transferencia;v3.1.8;import_batch
PG00682;2024-04-05;CT0046;480;PAG;0;Dom.;v3.1.8;sistema_auto
PG00683;2024-05-05;CT0046;480;OK;0;bizum;v3.1.8;admin
PG00684;2024-06-05;CT0046;480;PAGADO;0;BZM;v3.1.8;jgarcia
PG00685;2024-07-05;CT0046;480;PAG;0;BZM;v3.1.8;sistema_auto
PG00686;2024-08-05;CT0046;480;Ok;0;TRANSFERENCIA;v3.2.1;sistema_auto
PG00687;2024-09-05;CT0046;480;Atrasado;20;DOMICILIACION;v3.2.1;sistema_auto
PG00688;2024-10-05;CT0046;480;Pagado;0;EFE;v3.2.0;import_batch
PG00689;2024-11-05;0046;480;Ok;0;Dom.;v3.2.1;jgarcia
PG00690;2024-12-05;CT0046;480;Ok;0;EFECTIVO;v3.2.1;import_batch
PG00691;2025-01-05;CT0046;480;Pagado;0;Recibo;v3.2.1;import_batch
PG00692;2025-02-05;CT0046;480;PAG;0;Transferencia;v3.1.8;sistema_auto
PG00693;2025-03-05;CT0046;480;Al corriente;0;Transf;v3.1.8;jgarcia
PG00694;2025-04-05;CT0046;480;RET;26;TRANSFERENCIA;v3.2.1;mlopez
PG00695;2025-05-05;CT0046;480;Ok;0;Metalico;v3.1.8;import_batch
PG00696;2025-06-05;CT0046;480;P;0;Recibo;v3.2.0;jgarcia
PG00697;2025-07-05;CT0046;0;Moroso;30;TRF;v3.2.0;jgarcia
PG00698;2025-08-05;CT0046;480;Cobrado;0;EFE;v3.2.0;admin
PG00699;2025-09-05;0046;480;Ok;0;Efectivo;v3.1.8;admin
PG00700;2025-10-05;CT0046;480;RET;29;DOM;v3.1.8;mlopez
PG00701;2025-11-05;CT0046;480;PAGADO;999;DOM;v3.2.1;jgarcia
PG00702;2025-12-05;CT0046;480;Pdo.;0;DOMICILIACION;v3.1.8;sistema_auto
PG00703;2022-03-05;CT0047;2030;P;0;BIZUM;v3.2.0;mlopez
PG00704;2022-04-05;CT0047;2030;pagado;0;EFE;v3.2.1;admin
PG00705;2022-05-05;CT0047;2030;Ok;0;Recibo;v3.1.8;mlopez
PG00706;2022-06-05;CT0047;2030;OK;0;Bizum;v3.2.0;jgarcia
PG00707;2022-07-05;CT0047;0;NO;58;Domic.;v3.2.0;import_batch
PG00708;2022-08-05;CT0047;2030;PAG;0;Bizum;v3.2.0;import_batch
PG00709;2022-09-05;CT0047;2030;OK;0;bizum;v3.2.1;mlopez
PG00710;2022-03-05;CT0048;1590;pagado;0;DOMICILIACION;v3.2.1;import_batch
PG00711;2022-04-05;ct0048;1590;pagado;0;BZM;v3.2.1;mlopez
PG00712;2022-05-05;CT0048;1590;pagado;0;Domiciliación;v3.2.0;jgarcia
PG00713;2022-06-05;CT0048;0;impagado;71;DOM;v3.2.0;sistema_auto
PG00714;2022-07-05;CT0048;1590;PAG;0;bizum;v3.2.1;import_batch
PG00715;2022-08-05;CT0048;1590;PAGADO;0;bizum;v3.2.0;jgarcia
PG00716;2022-09-05;CT0048;1590;Al corriente;999;Cash;v3.2.1;sistema_auto
PG00717;2022-10-05;CT0048;1590;Ok;0;bizum;v3.2.1;mlopez
PG00718;2022-11-05;CT0048;1590;RET;18;TRF;v3.2.1;admin
PG00719;2022-12-05;ct0048;1590;Pdo.;0;Transferencia;v3.1.8;mlopez
PG00720;2023-01-05;CT0048;1590;pagado;N/A;Transf;v3.1.8;jgarcia
PG00721;2023-02-05;CT0048;1590;PAG;0;Recibo;v3.2.0;sistema_auto
PG00722;2023-03-05;CT0048;1590;PAG;0;Domic.;v3.2.0;admin
PG00723;2023-04-05;CT0048;0;IMPAGADO;73;bizum;v3.2.0;admin
PG00724;2023-05-05;CT0048;1590;Al corriente;0;Transf;v3.1.8;mlopez
PG00725;2023-06-05;CT0048;1590;Pdo.;0;BIZUM;v3.2.1;admin
PG00726;2023-07-05;CT0048;1590;OK;??;Transf;v3.2.0;import_batch
PG00727;2023-08-05;CT0048;1590;Pdo.;0;Cash;v3.2.1;import_batch
PG00728;2023-09-05;CT0048;1590;PAGADO;0;DOMICILIACION;v3.1.8;admin
PG00729;2023-10-05;CT0048;1590;Ok;0;efectivo;v3.2.0;import_batch
PG00730;2023-11-05;CT0048;1590;P;0;bizum;v3.2.0;admin
PG00731;2023-12-05;CT0048;1590;Pagado;0;TRF;v3.2.0;import_batch
PG00732;2024-01-05;CT0048;1590;Fuera de plazo;17;Metalico;v3.2.1;jgarcia
PG00733;2024-02-05;CT0048;0;Sin cobrar;73;Bizum;v3.2.0;admin
PG00734;2022-06-05;CT0049;999;impagado;33;TRF;v3.2.1;sistema_auto
PG00735;2022-07-05;CT0049;2090;pagado;0;Domiciliación;v3.2.0;mlopez
PG00736;2022-08-05;CT0049;2090;P;0;Efectivo;v3.2.1;jgarcia
PG00737;2022-09-05;CT0049;2090;PAG;0;BIZUM;v3.1.8;sistema_auto
PG00738;2022-10-05;CT0049;2090;PAG;0;Domiciliación;v3.2.1;sistema_auto
PG00739;2022-11-05;ct0049;2090;Pagado;;Domiciliación;v3.1.8;admin
PG00740;2022-12-05;CT0049;2090;Al corriente;0;DOMICILIACION;v3.2.1;sistema_auto
PG00741;2023-01-05;CT0049;0;Sin cobrar;34;Domic.;v3.2.1;import_batch
PG00742;2023-02-05;CT0049;??;IMP;77;TRANSF;v3.2.0;sistema_auto
PG00743;2023-03-05;CT0049;2090;pagado;0;efectivo;v3.1.8;jgarcia
PG00744;2023-04-05;CT0049;2090;Pdo.;-;Bizum;v3.2.0;sistema_auto
PG00745;2023-05-05;CT0049;2090;Cobrado;0;bizum;v3.2.0;sistema_auto
PG00746;2023-06-05;CT0049;2090;Al corriente;0;EFECTIVO;v3.1.8;sistema_auto
PG00747;2023-07-05;CT0049;2090;OK;0;Domic.;v3.1.8;mlopez
PG00748;2023-08-05;CT0049;2090;P;0;BZM;v3.2.1;mlopez
PG00749;2023-09-05;CT0049;2090;OK;0;Bizum;v3.2.1;import_batch
PG00750;2023-10-05;CT0049;2090;Al corriente;0;bizum;v3.2.1;mlopez
PG00751;2023-11-05;CT0049;2090;Cobrado;0;BZM;v3.1.8;mlopez
PG00752;2023-12-05;CT0049;2090;P;0;Domiciliacion;v3.2.1;admin
PG00753;2024-01-05;CT0049;2090;Ok;0;Domiciliacion;v3.1.8;jgarcia
PG00754;2024-02-05;CT0049;2090;P;0;efectivo;v3.2.1;import_batch
PG00755;2024-03-05;CT0049;2090;Pdo.;0;Domiciliacion;v3.1.8;mlopez
PG00756;2024-04-05;CT0049;2090;Atrasado;26;BIZUM;v3.1.8;import_batch
PG00757;2024-05-05;CT 0049;2090;Ok;0;BIZUM;v3.2.1;admin
PG00758;2023-05-05;CT0050;750;Al corriente;0;Cash;v3.1.8;admin
PG00759;2023-06-05;CT0050;0;IMP;82;TRF;v3.1.8;mlopez
PG00760;2023-07-05;CT0050;750;P;0;Bizum;v3.2.1;jgarcia
PG00761;2023-08-05;ct0050;750;Pagado;0;DOM;v3.2.0;sistema_auto
PG00762;2023-09-05;CT0050;N/D;IMPAGADO;73;bizum;v3.2.0;import_batch
PG00763;2023-10-05;CT0050;750;Ok;0;Transf;v3.2.0;sistema_auto
PG00764;2023-11-05;CT0050;750;Ok;0;Bizum;v3.2.0;mlopez
PG00765;2023-12-05;CT0050;750;Pagado;0;Bizum;v3.2.1;admin
PG00766;2024-01-05;CT0050;750;Cobrado;0;efectivo;v3.2.0;sistema_auto
PG00767;2024-02-05;CT0050;750;Al corriente;0;BZM;v3.1.8;import_batch
PG00768;2024-03-05;CT0050;750;retraso;N/A;BZM;v3.2.1;admin
PG00769;2024-04-05;CT0050;750;PAGADO;0;TRANSFERENCIA;v3.1.8;import_batch
PG00770;2024-05-05;CT0050;750;pagado;0;transferencia;v3.1.8;mlopez
PG00771;2024-06-05;CT0050;750;PAG;0;Recibo;v3.2.0;mlopez
PG00772;2024-07-05;CT0050;750;OK;0;Domiciliacion;v3.2.0;admin
PG00773;2024-08-05;CT0050;750;Con retraso;18;transferencia;v3.2.1;sistema_auto
PG00774;2024-09-05;CT0050;750;PAGADO;0;Metalico;v3.1.8;import_batch
PG00775;2024-10-05;CT0050;750;PAG;0;TRANSFERENCIA;v3.2.0;import_batch
PG00776;2024-11-05;CT0050;750;P;0;Dom.;v3.2.1;import_batch
PG00777;2024-12-05;CT0050;750;Pdo.;0;BZM;v3.2.1;sistema_auto
PG00778;2025-01-05;CT0050;750;pagado;0;Transf;v3.1.8;admin
PG00779;2025-02-05;CT0050;750;Al corriente;0;Bizum;v3.2.0;jgarcia
PG00780;2025-03-05;CT0050;750;P;0;Recibo;v3.2.0;mlopez
PG00781;2025-04-05;CT0050;750;RET;18;EFE;v3.2.0;jgarcia
PG00782;2025-05-05;CT0050;750;PAGADO;-;Efectivo;v3.1.8;admin
PG00783;2025-06-05;CT0050;750;PAGADO;0;Transf;v3.1.8;jgarcia
PG00784;2025-07-05;CT0050;750;P;0;TRANSF;v3.1.8;jgarcia
PG00785;2025-08-05;CT0050;750;Al corriente;0;Transf;v3.1.8;admin
PG00786;2025-09-05;CT0050;750;OK;??;Transf.;v3.1.8;mlopez
PG00787;2025-10-05;CT0050;750;P;0;TRANSF;v3.2.0;import_batch
PG00788;2025-11-05;ct-0050;750;pagado;0;Transf.;v3.1.8;import_batch
PG00789;2025-12-05;CT0050;750;Ok;0;BIZUM;v3.2.1;jgarcia
PG00790;2024-03-05;CT0051;520;P;0;bizum;v3.1.8;mlopez
PG00791;2024-04-05;CT0051;520;Pagado;N/A;efectivo;v3.2.1;mlopez
PG00792;2024-05-05;CT0051;520;Al corriente;0;TRANSF;v3.1.8;mlopez
PG00793;2024-06-05;CT0051;520;pagado;0;Domic.;v3.2.1;mlopez
PG00794;2024-07-05;CT0051;520;Pagado;0;Metalico;v3.2.1;import_batch
PG00795;2024-08-05;CT0051;520;PAGADO;0;BIZUM;v3.2.0;import_batch
PG00796;2024-09-05;CT0051;N/D;Impagado;39;BIZUM;v3.2.1;sistema_auto
PG00797;2024-10-05;CT0051;520;pagado;0;Bizum;v3.1.8;jgarcia
PG00798;2024-11-05;CT0051;??;Moroso;30;Domic.;v3.1.8;mlopez
PG00799;2024-12-05;CT0051;520;PAGADO;0;Transf.;v3.2.0;jgarcia
PG00800;2025-01-05;CT0051;520;Al corriente;0;Efectivo;v3.2.0;sistema_auto
PG00801;2025-02-05;CT0051;520;Ok;0;TRF;v3.2.1;import_batch
PG00802;2025-03-05;CT0051;520;Ok;0;BZM;v3.1.8;jgarcia
PG00803;2025-04-05;CT0051;520;P;0;DOMICILIACION;v3.2.1;jgarcia
PG00804;2025-05-05;CT0051;520;Pdo.;0;Domic.;v3.2.1;jgarcia
PG00805;2025-06-05;CT0051;520;PAGADO;0;bizum;v3.2.0;sistema_auto
PG00806;2025-07-05;CT0051;520;Cobrado;0;DOM;v3.2.1;admin
PG00807;2025-08-05;CT0051;520;P;0;Transferencia;v3.1.8;jgarcia
PG00808;2025-09-05;CT0051;520;retraso;22;EFECTIVO;v3.2.1;jgarcia
PG00809;2025-10-05;CT0051;520;Pdo.;0;transferencia;v3.1.8;jgarcia
PG00810;2025-11-05;CT0051;520;Al corriente;??;Transferencia;v3.2.1;mlopez
PG00811;2025-12-05;CT0051;520;OK;0;Domiciliacion;v3.2.0;sistema_auto
PG00812;2023-03-05;CT0052;2170;PAGADO;0;Efectivo;v3.1.8;import_batch
PG00813;2023-04-05;CT0052;??;IMPAGADO;52;Recibo;v3.1.8;sistema_auto
PG00814;2023-05-05;CT0052;2170;Pdo.;0;Domiciliacion;v3.2.0;import_batch
PG00815;2023-06-05;CT0052;2170;OK;0;Transferencia;v3.2.1;jgarcia
PG00816;2023-07-05;ct-0052;2170;retraso;15;efectivo;v3.1.8;mlopez
PG00817;2023-08-05;CT0052;2170;PAGADO;0;Bizum;v3.2.1;jgarcia
PG00818;2023-09-05;CT0052;2170;Ok;0;Domiciliación;v3.1.8;import_batch
PG00819;2023-10-05;CT0052;2170;Pdo.;0;BIZUM;v3.2.1;import_batch
PG00820;2023-11-05;CT0052;2170;Cobrado;N/A;efectivo;v3.2.1;admin
PG00821;2023-12-05;CT0052;2170;Pdo.;0;bizum;v3.2.0;admin
PG00822;2024-01-05;CT0052;2170;P;0;DOMICILIACION;v3.1.8;mlopez
PG00823;2024-02-05;CT0052;2170;Ok;0;Metalico;v3.2.1;sistema_auto
PG00824;2022-06-05;CT0053;960;PAGADO;0;bizum;v3.1.8;import_batch
PG00825;2022-07-05;CT0053;960;Cobrado;0;bizum;v3.2.0;import_batch
PG00826;2022-08-05;CT0053;960;Tarde;N/A;efectivo;v3.1.8;mlopez
PG00827;2022-09-05;CT0053;960;P;0;BZM;v3.1.8;mlopez
PG00828;2022-10-05;CT0053;960;pagado;0;TRANSF;v3.2.1;sistema_auto
PG00829;2022-11-05;CT0053;960;Ok;0;TRANSF;v3.1.8;jgarcia
PG00830;2022-12-05;ct-0053;960;PAG;0;DOM;v3.2.0;import_batch
PG00831;2023-01-05;CT0053;960;Fuera de plazo;11;bizum;v3.2.0;admin
PG00832;2023-02-05;CT0053;960;P;0;Transf.;v3.1.8;jgarcia
PG00833;2023-03-05;ct-0053;960;PAG;0;TRANSFERENCIA;v3.1.8;mlopez
PG00834;2023-04-05;CT0053;960;Pagado;0;Transferencia;v3.2.0;mlopez
PG00835;2023-05-05;CT0053;960;PAG;0;Efectivo;v3.1.8;sistema_auto
PG00836;2023-06-05;CT0053;960;Cobrado;0;Recibo;v3.1.8;import_batch
PG00837;2023-07-05;CT0053;960;Retraso;22;BIZUM;v3.1.8;sistema_auto
PG00838;2023-08-05;CT0053;960;Pagado;0;efectivo;v3.2.0;import_batch
PG00839;2023-09-05;CT0053;960;pagado;0;Domiciliación;v3.1.8;admin
PG00840;2023-10-05;CT0053;960;Pagado;0;Domiciliacion;v3.2.1;admin
PG00841;2023-11-05;CT0053;960;retraso;23;BIZUM;v3.2.1;sistema_auto
PG00842;2023-12-05;CT0053;960;Pagado;0;transferencia;v3.1.8;jgarcia
PG00843;2024-01-05;0053;960;PAGADO;0;TRANSFERENCIA;v3.1.8;mlopez
PG00844;2024-02-05;CT0053;960;Cobrado;0;DOM;v3.1.8;import_batch
PG00845;2024-03-05;CT0053;960;PAG;0;Recibo;v3.1.8;mlopez
PG00846;2024-04-05;CT0053;960;PAGADO;0;DOMICILIACION;v3.1.8;mlopez
PG00847;2024-05-05;CT0053;960;Ok;0;DOM;v3.1.8;sistema_auto
PG00848;2022-05-05;CT0054;2200;Al corriente;0;Metalico;v3.2.1;jgarcia
PG00849;2022-06-05;CT0054;2200;RETRASO;6;Domiciliación;v3.2.1;jgarcia
PG00850;2022-07-05;CT0054;2200;P;0;Recibo;v3.2.0;sistema_auto
PG00851;2022-08-05;CT0054;2200;P;0;bizum;v3.2.1;sistema_auto
PG00852;2022-09-05;CT0054;2200;Pdo.;0;Dom.;v3.2.1;import_batch
PG00853;2022-10-05;CT0054;2200;Pagado;0;BIZUM;v3.1.8;admin
PG00854;2022-11-05;CT0054;2200;P;0;efectivo;v3.1.8;mlopez
PG00855;2022-12-05;CT0054;2200;Fuera de plazo;6;BZM;v3.2.1;import_batch
PG00856;2023-01-05;CT0054;2200;Al corriente;0;BZM;v3.2.1;jgarcia
PG00857;2023-02-05;CT0054;2200;pagado;0;BIZUM;v3.1.8;mlopez
PG00858;2023-03-05;CT0054;2200;Cobrado;0;DOM;v3.2.0;sistema_auto
PG00859;2023-04-05;CT0054;2200;Pdo.;0;EFE;v3.2.0;mlopez
PG00860;2024-11-05;CT0055;900;Pagado;N/D;TRANSFERENCIA;v3.1.8;mlopez
PG00861;2024-12-05;CT0055;900;PAG;0;EFECTIVO;v3.1.8;jgarcia
PG00862;2025-01-05;CT0055;0;impagado;44;EFECTIVO;v3.1.8;import_batch
PG00863;2025-02-05;CT0055;900;P;0;Bizum;v3.1.8;mlopez
PG00864;2025-03-05;CT0055;900;Pdo.;0;Cash;v3.2.0;jgarcia
PG00865;2025-04-05;CT0055;900;Retraso;5;Dom.;v3.2.1;jgarcia
PG00866;2025-05-05;CT0055;900;P;0;DOMICILIACION;v3.1.8;jgarcia
PG00867;2025-06-05;CT0055;900;P;0;Bizum;v3.1.8;mlopez
PG00868;2025-07-05;CT0055;900;PAGADO;0;DOMICILIACION;v3.2.0;admin
PG00869;2025-08-05;CT0055;900;OK;0;Transf;v3.2.1;jgarcia
PG00870;2025-09-05;CT0055;900;PAG;??;EFE;v3.2.1;sistema_auto
PG00871;2025-10-05;CT0055;900;PAGADO;0;Transferencia;v3.1.8;import_batch
PG00872;2025-11-05;CT0055;900;Pagado;0;EFECTIVO;v3.1.8;admin
PG00873;2025-12-05;CT0055;900;P;0;Recibo;v3.1.8;sistema_auto
PG00874;2022-02-05;CT0056;1570;PAGADO;0;Cash;v3.2.0;import_batch
PG00875;2022-03-05;CT0056;1570;P;0;TRF;v3.2.1;sistema_auto
PG00876;2022-04-05;CT0056;1570;Ok;0;DOMICILIACION;v3.1.8;import_batch
PG00877;2022-05-05;CT0056;1570;Al corriente;0;transferencia;v3.1.8;import_batch
PG00878;2022-06-05;CT0056;1570;RET;9;Transferencia;v3.2.1;jgarcia
PG00879;2022-07-05;CT0056;1570;OK;0;DOM;v3.2.1;mlopez
PG00880;2022-08-05;CT0056;1570;PAG;0;EFECTIVO;v3.1.8;import_batch
PG00881;2022-09-05;CT0056;1570;Pagado;0;TRANSFERENCIA;v3.1.8;admin
PG00882;2022-10-05;0056;1570;Con retraso;28;bizum;v3.1.8;sistema_auto
PG00883;2022-11-05;CT0056;1570;Atrasado;11;Efectivo;v3.1.8;admin
PG00884;2022-12-05;CT0056;1570;Cobrado;0;Metalico;v3.2.1;mlopez
PG00885;2023-01-05;CT0056;1570;Atrasado;10;Domiciliacion;v3.2.1;jgarcia
PG00886;2024-03-05;CT0057;1500;Cobrado;0;Recibo;v3.2.0;mlopez
PG00887;2024-04-05;CT0057;1500;P;0;Domic.;v3.1.8;import_batch
PG00888;2024-05-05;CT0057;1500;Al corriente;0;Bizum;v3.1.8;admin
PG00889;2024-06-05;CT0057;1500;Al corriente;0;Bizum;v3.2.0;jgarcia
PG00890;2024-07-05;CT-0057;1500;Retraso;24;TRF;v3.1.8;jgarcia
PG00891;2024-08-05;CT0057;1500;Pagado;0;Metalico;v3.2.1;sistema_auto
PG00892;2024-09-05;0057;1500;Cobrado;0;TRANSFERENCIA;v3.1.8;mlopez
PG00893;2024-10-05;CT0057;1500;Ok;0;Efectivo;v3.2.0;jgarcia
PG00894;2024-11-05;CT0057;1500;Pdo.;0;Transferencia;v3.2.1;admin
PG00895;2024-12-05;CT0057;1500;Ok;??;transferencia;v3.2.1;sistema_auto
PG00896;2025-01-05;CT0057;1500;Tarde;22;transferencia;v3.1.8;import_batch
PG00897;2025-02-05;CT0057;1500;P;0;Domiciliación;v3.1.8;jgarcia
PG00898;2023-10-05;CT0058;1410;Cobrado;0;Transf;v3.2.0;mlopez
PG00899;2023-11-05;CT0058;1410;RETRASO;29;EFE;v3.2.1;mlopez
PG00900;2023-12-05;CT0058;1410;Pdo.;-;bizum;v3.2.0;import_batch
PG00901;2024-01-05;CT0058;1410;Con retraso;27;Cash;v3.1.8;jgarcia
PG00902;2024-02-05;CT0058;1410;OK;??;EFECTIVO;v3.2.1;mlopez
PG00903;2024-03-05;CT0058;1410;Pagado;0;Metalico;v3.2.1;admin
PG00904;2024-04-05;CT0058;1410;P;0;TRANSFERENCIA;v3.2.1;admin
PG00905;2024-05-05;CT0058;1410;Ok;0;BIZUM;v3.2.1;sistema_auto
PG00906;2025-02-05;CT0059;760;Pdo.;0;Domiciliación;v3.1.8;mlopez
PG00907;2025-03-05;CT0059;760;Tarde;7;BZM;v3.2.1;jgarcia
PG00908;2025-04-05;CT0059;760;pagado;0;EFECTIVO;v3.2.0;import_batch
PG00909;2025-05-05;CT0059;760;Pdo.;0;TRF;v3.2.0;jgarcia
PG00910;2025-06-05;CT0059;760;OK;N/D;transferencia;v3.1.8;mlopez
PG00911;2025-07-05;CT0059;760;Cobrado;0;TRF;v3.2.1;mlopez
PG00912;2025-08-05;CT0059;760;Pdo.;0;Metalico;v3.2.1;admin
PG00913;2025-09-05;CT0059;760;pagado;0;bizum;v3.1.8;import_batch
PG00914;2025-10-05;CT0059;760;pagado;0;transferencia;v3.2.1;admin
PG00915;2025-11-05;CT0059;760;OK;0;BZM;v3.2.1;import_batch
PG00916;2025-12-05;CT0059;760;Al corriente;0;Efectivo;v3.2.0;mlopez
PG00917;2022-04-05;CT0060;1060;PAG;0;bizum;v3.2.1;mlopez
PG00918;2022-05-05;CT0060;0;IMPAGADO;55;DOMICILIACION;v3.2.1;mlopez
PG00919;2022-06-05;CT0060;1060;PAGADO;999;EFECTIVO;v3.2.0;sistema_auto
PG00920;2022-07-05;CT0060;1060;Ok;0;efectivo;v3.2.1;import_batch
PG00921;2022-08-05;CT0060;1060;Ok;0;BZM;v3.2.1;admin
PG00922;2022-09-05;CT0060;1060;Cobrado;0;EFE;v3.2.0;import_batch
PG00923;2022-10-05;CT0060;1060;Al corriente;0;Transf;v3.1.8;import_batch
PG00924;2022-11-05;CT-0060;1060;P;0;efectivo;v3.1.8;import_batch
PG00925;2022-12-05;CT0060;1060;Cobrado;0;DOM;v3.2.1;jgarcia
PG00926;2023-01-05;CT0060;1060;PAGADO;0;EFE;v3.2.0;sistema_auto
PG00927;2023-02-05;CT0060;1060;Ok;0;Transf.;v3.1.8;sistema_auto
PG00928;2023-03-05;CT 0060;1060;P;0;TRANSF;v3.1.8;mlopez
PG00929;2023-04-05;CT0061;1440;Al corriente;0;Recibo;v3.2.0;admin
PG00930;2023-05-05;CT0061;1440;Ok;0;Efectivo;v3.2.1;jgarcia
PG00931;2023-06-05;0061;1440;P;0;BZM;v3.1.8;sistema_auto
PG00932;2023-07-05;CT0061;1440;PAG;0;Transf;v3.1.8;mlopez
PG00933;2023-08-05;ct-0061;1440;PAGADO;0;EFE;v3.2.0;import_batch
PG00934;2023-09-05;ct0061;1440;Retraso;17;BZM;v3.1.8;admin
PG00935;2023-10-05;CT0061;1440;Cobrado;0;transferencia;v3.2.0;jgarcia
PG00936;2023-11-05;CT0061;1440;Con retraso;10;Metalico;v3.2.0;mlopez
PG00937;2023-12-05;CT0061;1440;OK;0;Domiciliación;v3.1.8;admin
PG00938;2024-01-05;CT0061;1440;RET;30;BIZUM;v3.2.1;jgarcia
PG00939;2024-02-05;CT0061;1440;Pagado;0;Domic.;v3.2.1;admin
PG00940;2024-03-05;CT0061;1440;Al corriente;0;Transf.;v3.2.1;jgarcia
PG00941;2024-04-05;CT0061;1440;Ok;0;Transf.;v3.2.0;import_batch
PG00942;2024-05-05;CT-0061;0;Moroso;N/A;bizum;v3.2.1;sistema_auto
PG00943;2024-06-05;CT-0061;1440;PAGADO;0;BZM;v3.1.8;jgarcia
PG00944;2024-07-05;CT0061;1440;P;0;efectivo;v3.1.8;jgarcia
PG00945;2024-08-05;CT0061;1440;P;0;Transf.;v3.2.0;import_batch
PG00946;2024-09-05;CT0061;1440;Pagado;0;TRF;v3.2.0;admin
