Suma de Dias_Retraso,Estado_Pago,Año,Trimestre,Mes,Día,ID_Contrato,ID_Pago,Suma de Importe_Pagado,Metodo_Pago
0,Pagado,2023,Qtr 2,mayo,5,CT0017,PG00287,1200 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,CT0025,PG00394,1860 €,Domiciliación
0,Pagado,2023,Qtr 2,mayo,5,CT0026,PG00414,1070 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,CT0028,PG00438,910 €,Bizum
0,Pagado,2023,Qtr 2,mayo,5,CT0048,PG00724,1590 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,CT0049,PG00745,2090 €,Bizum
0,Pagado,2023,Qtr 2,mayo,5,CT0050,PG00758,750 €,Efectivo
0,Pagado,2023,Qtr 2,mayo,5,CT0052,PG00814,2170 €,Domiciliación
0,Pagado,2023,Qtr 2,mayo,5,CT0053,PG00835,960 €,Efectivo
0,Pagado,2023,Qtr 2,mayo,5,CT0061,PG00930,1440 €,Efectivo
0,Pagado,2023,Qtr 2,mayo,5,CT0063,PG00974,720 €,Domiciliación
0,Pagado,2023,Qtr 2,mayo,5,CT0070,PG01080,650 €,Bizum
0,Pagado,2023,Qtr 2,mayo,5,CT0076,PG01153,1030 €,Efectivo
0,Pagado,2023,Qtr 2,mayo,5,CT0084,PG01263,1950 €,Bizum
0,Pagado,2023,Qtr 2,mayo,5,CT0086,PG01287,490 €,Bizum
0,Pagado,2023,Qtr 2,mayo,5,CT0087,PG01318,2640 €,Recibo
0,Pagado,2023,Qtr 2,mayo,5,CT0088,PG01324,940 €,Domiciliación
0,Pagado,2023,Qtr 2,mayo,5,CT0095,PG01449,2070 €,Domiciliación
0,Pagado,2023,Qtr 2,mayo,5,CT0096,PG01461,2000 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,CT0101,PG01533,4010 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,CT0105,PG01577,890 €,Domiciliación
0,Pagado,2023,Qtr 2,mayo,5,CT0110,PG01664,2220 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,CT0114,PG01730,1090 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,CT0125,PG01835,1750 €,Bizum
0,Pagado,2023,Qtr 2,mayo,5,CT0127,PG01878,1610 €,Domiciliación
0,Pagado,2023,Qtr 2,mayo,5,CT0128,PG01914,1470 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,CT0130,PG01947,730 €,Bizum
0,Pagado,2023,Qtr 2,mayo,5,CT0131,PG01984,470 €,Bizum
0,Pagado,2023,Qtr 2,mayo,5,CT0135,PG02050,760 €,Domiciliación
0,Pagado,2023,Qtr 2,mayo,5,CT0136,PG02063,1540 €,Transferencia
0,Pagado,2023,Qtr 2,mayo,5,CT0138,PG02089,3020 €,Bizum
0,Pagado,2023,Qtr 2,mayo,5,CT0144,PG02168,1060 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,0061,PG00931,1440 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,CT 0086,PG01288,490 €,Domiciliación
0,Pagado,2023,Qtr 2,junio,5,ct0009,PG00165,580 €,Efectivo
0,Pagado,2023,Qtr 2,junio,5,CT0015,PG00266,910 €,Transferencia
0,Pagado,2023,Qtr 2,junio,5,CT0017,PG00288,1200 €,Efectivo
0,Pagado,2023,Qtr 2,junio,5,CT0025,PG00395,1860 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,CT0026,PG00415,1070 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,CT0028,PG00439,910 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,CT0048,PG00725,1590 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,CT0049,PG00746,2090 €,Efectivo
0,Pagado,2023,Qtr 2,junio,5,CT0052,PG00815,2170 €,Transferencia
0,Pagado,2023,Qtr 2,junio,5,CT0053,PG00836,960 €,Recibo
0,Pagado,2023,Qtr 2,junio,5,CT0063,PG00975,720 €,Domiciliación
0,Pagado,2023,Qtr 2,junio,5,CT0070,PG01081,650 €,Efectivo
0,Pagado,2023,Qtr 2,junio,5,CT0076,PG01154,1030 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,CT0084,PG01264,1950 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,CT0087,PG01319,2640 €,Efectivo
0,Pagado,2023,Qtr 2,junio,5,CT0096,PG01462,2000 €,Transferencia
0,Pagado,2023,Qtr 2,junio,5,CT0101,PG01534,4010 €,Efectivo
0,Pagado,2023,Qtr 2,junio,5,CT0105,PG01578,890 €,Domiciliación
0,Pagado,2023,Qtr 2,junio,5,CT0108,PG01629,1420 €,Transferencia
0,Pagado,2023,Qtr 2,junio,5,CT0110,PG01665,2220 €,Efectivo
0,Pagado,2023,Qtr 2,junio,5,CT0125,PG01836,1750 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,CT0127,PG01879,1610 €,Domiciliación
0,Pagado,2023,Qtr 2,junio,5,CT0128,PG01915,1470 €,Bizum
0,Pagado,2023,Qtr 2,junio,5,CT0130,PG01948,730 €,Domiciliación
0,Pagado,2023,Qtr 2,junio,5,CT0131,PG01985,470 €,Transferencia
0,Pagado,2023,Qtr 2,junio,5,CT0136,PG02064,1540 €,Domiciliación
0,Pagado,2023,Qtr 2,junio,5,CT0138,PG02090,3020 €,Domiciliación
0,Pagado,2023,Qtr 2,junio,5,CT0144,PG02169,1060 €,Transferencia
0,Pagado,2023,Qtr 3,julio,5,CT0002,PG00025,620 €,Bizum
0,Pagado,2023,Qtr 3,julio,5,ct0009,PG00166,580 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,CT0015,PG00267,910 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,ct-0017,PG00289,1200 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,CT0026,PG00416,1070 €,Bizum
0,Pagado,2023,Qtr 3,julio,5,CT0028,PG00440,910 €,Transferencia
0,Pagado,2023,Qtr 3,julio,5,CT0040,PG00585,1110 €,Transferencia
0,Pagado,2023,Qtr 3,julio,5,CT0042,PG00616,2710 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,CT0049,PG00747,2090 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,CT0050,PG00760,750 €,Bizum
0,Pagado,2023,Qtr 3,julio,5,CT0061,PG00932,1440 €,Transferencia
0,Pagado,2023,Qtr 3,julio,5,CT0070,PG01082,650 €,Bizum
0,Pagado,2023,Qtr 3,julio,5,CT0076,PG01155,1030 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,CT0084,PG01265,1950 €,Bizum
0,Pagado,2023,Qtr 3,julio,5,CT0086,PG01289,490 €,Recibo
0,Pagado,2023,Qtr 3,julio,5,CT0087,PG01320,2640 €,Transferencia
0,Pagado,2023,Qtr 3,julio,5,CT0088,PG01326,940 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,CT0096,PG01463,2000 €,Efectivo
0,Pagado,2023,Qtr 3,julio,5,CT0101,PG01535,4010 €,Bizum
0,Pagado,2023,Qtr 3,julio,5,CT0105,PG01579,890 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,CT0108,PG01630,1420 €,Bizum
0,Pagado,2023,Qtr 3,julio,5,CT0110,PG01666,2220 €,Transferencia
0,Pagado,2023,Qtr 3,julio,5,ct-0115,PG01739,1500 €,Bizum
0,Pagado,2023,Qtr 3,julio,5,CT0125,PG01837,1750 €,Efectivo
0,Pagado,2023,Qtr 3,julio,5,CT0127,PG01880,1610 €,Transferencia
0,Pagado,2023,Qtr 3,julio,5,CT0130,PG01949,730 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,CT0135,PG02052,760 €,Domiciliación
0,Pagado,2023,Qtr 3,julio,5,CT0144,PG02170,1060 €,Transferencia
0,Pagado,2023,Qtr 3,julio,5,CT0148,PG02210,2360 €,Transferencia
0,Pagado,2023,Qtr 3,agosto,5,CT 0148,PG02211,2360 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0002,PG00026,620 €,Domiciliación
0,Pagado,2023,Qtr 3,agosto,5,CT0004,PG00059,1410 €,Domiciliación
0,Pagado,2023,Qtr 3,agosto,5,CT0008,PG00122,1450 €,Domiciliación
0,Pagado,2023,Qtr 3,agosto,5,ct0009,PG00167,580 €,Transferencia
0,Pagado,2023,Qtr 3,agosto,5,CT0015,PG00268,910 €,Domiciliación
0,Pagado,2023,Qtr 3,agosto,5,CT0017,PG00290,1200 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0025,PG00397,1860 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0026,PG00417,1070 €,Transferencia
0,Pagado,2023,Qtr 3,agosto,5,ct-0028,PG00441,910 €,Efectivo
0,Pagado,2023,Qtr 3,agosto,5,CT0031,PG00466,470 €,Domiciliación
0,Pagado,2023,Qtr 3,agosto,5,CT0040,PG00586,1110 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0042,PG00617,2710 €,Efectivo
0,Pagado,2023,Qtr 3,agosto,5,CT0048,PG00727,1590 €,Efectivo
0,Pagado,2023,Qtr 3,agosto,5,CT0049,PG00748,2090 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0050,PG00761,750 €,Domiciliación
0,Pagado,2023,Qtr 3,agosto,5,CT0052,PG00817,2170 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0053,PG00838,960 €,Efectivo
0,Pagado,2023,Qtr 3,agosto,5,ct-0061,PG00933,1440 €,Efectivo
0,Pagado,2023,Qtr 3,agosto,5,CT0063,PG00977,720 €,Recibo
0,Pagado,2023,Qtr 3,agosto,5,CT0070,PG01083,650 €,Efectivo
0,Pagado,2023,Qtr 3,agosto,5,CT0076,PG01156,1030 €,Transferencia
0,Pagado,2023,Qtr 3,agosto,5,ct-0084,PG01266,1950 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0086,PG01290,490 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0088,PG01327,940 €,Transferencia
0,Pagado,2023,Qtr 3,agosto,5,CT0095,PG01452,2070 €,Transferencia
0,Pagado,2023,Qtr 3,agosto,5,CT0100,PG01503,2990 €,Efectivo
0,Pagado,2023,Qtr 3,agosto,5,CT0101,PG01536,4010 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0105,PG01580,890 €,Transferencia
99,Pagado,2023,Qtr 3,agosto,5,CT0108,PG01631,1420 €,Efectivo
0,Pagado,2023,Qtr 3,agosto,5,CT0115,PG01740,1500 €,Transferencia
0,Pagado,2023,Qtr 3,agosto,5,ct-0125,PG01838,1750 €,Efectivo
0,Pagado,2023,Qtr 3,agosto,5,CT0127,PG01881,1610 €,Transferencia
0,Pagado,2023,Qtr 3,agosto,5,CT0130,PG01950,730 €,Transferencia
0,Pagado,2023,Qtr 3,agosto,5,CT0131,PG01987,470 €,Bizum
0,Pagado,2023,Qtr 3,agosto,5,CT0140,PG02099,1070 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,0108,PG01632,1420 €,Recibo
0,Pagado,2023,Qtr 3,septiembre,5,CT0002,PG00027,620 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,CT0004,PG00060,1410 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,CT0008,PG00123,1450 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,ct0009,PG00168,580 €,Bizum
0,Pagado,2023,Qtr 3,septiembre,5,CT0015,PG00269,910 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,CT0017,PG00291,1200 €,Transferencia
0,Pagado,2023,Qtr 3,septiembre,5,CT0025,PG00398,1860 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,CT0026,PG00418,1070 €,Transferencia
0,Pagado,2023,Qtr 3,septiembre,5,CT0028,PG00442,910 €,Bizum
0,Pagado,2023,Qtr 3,septiembre,5,CT0031,PG00467,470 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,CT0040,PG00587,1110 €,Bizum
0,Pagado,2023,Qtr 3,septiembre,5,CT0042,PG00618,2710 €,Transferencia
0,Pagado,2023,Qtr 3,septiembre,5,CT0048,PG00728,1590 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,CT0049,PG00749,2090 €,Bizum
0,Pagado,2023,Qtr 3,septiembre,5,CT0052,PG00818,2170 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,CT0053,PG00839,960 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,CT0063,PG00978,720 €,Bizum
0,Pagado,2023,Qtr 3,septiembre,5,CT0070,PG01084,650 €,Transferencia
0,Pagado,2023,Qtr 3,septiembre,5,CT0076,PG01157,1030 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,CT0086,PG01291,490 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,CT0088,PG01328,940 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,CT0092,PG01399,980 €,Bizum
0,Pagado,2023,Qtr 3,septiembre,5,CT0095,PG01453,2070 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,CT0096,PG01465,2000 €,Recibo
0,Pagado,2023,Qtr 3,septiembre,5,CT0100,PG01504,2990 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,CT0101,PG01537,4010 €,Transferencia
0,Pagado,2023,Qtr 3,septiembre,5,CT0105,PG01581,890 €,Transferencia
0,Pagado,2023,Qtr 3,septiembre,5,CT0110,PG01668,2220 €,Transferencia
0,Pagado,2023,Qtr 3,septiembre,5,CT0111,PG01687,1020 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,CT0118,PG01764,670 €,Bizum
0,Pagado,2023,Qtr 3,septiembre,5,CT0125,PG01839,1750 €,Bizum
0,Pagado,2023,Qtr 3,septiembre,5,CT0127,PG01882,1610 €,Domiciliación
0,Pagado,2023,Qtr 3,septiembre,5,CT0128,PG01918,1470 €,Bizum
0,Pagado,2023,Qtr 3,septiembre,5,CT0130,PG01951,730 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,CT0131,PG01988,470 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,CT0135,PG02054,760 €,Transferencia
0,Pagado,2023,Qtr 3,septiembre,5,CT0140,PG02100,1070 €,Efectivo
0,Pagado,2023,Qtr 3,septiembre,5,CT0148,PG02212,2360 €,Efectivo
0,Pagado,2023,Qtr 4,octubre,5,CT0004,PG00061,1410 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0008,PG00124,1450 €,Domiciliación
0,Pagado,2023,Qtr 4,octubre,5,CT0015,PG00270,910 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0028,PG00443,910 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0031,PG00468,470 €,Recibo
0,Pagado,2023,Qtr 4,octubre,5,CT0038,PG00556,920 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0040,PG00588,1110 €,Domiciliación
0,Pagado,2023,Qtr 4,octubre,5,CT0042,PG00619,2710 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0048,PG00729,1590 €,Efectivo
0,Pagado,2023,Qtr 4,octubre,5,CT0049,PG00750,2090 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0050,PG00763,750 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0052,PG00819,2170 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0053,PG00840,960 €,Domiciliación
0,Pagado,2023,Qtr 4,octubre,5,CT0058,PG00898,1410 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0061,PG00935,1440 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0063,PG00979,720 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0070,PG01085,650 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0084,PG01268,1950 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0086,PG01292,490 €,Efectivo
0,Pagado,2023,Qtr 4,octubre,5,CT0088,PG01329,940 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0090,PG01347,1230 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0092,PG01400,980 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0095,PG01454,2070 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0096,PG01466,2000 €,Efectivo
0,Pagado,2023,Qtr 4,octubre,5,CT0100,PG01505,2990 €,Domiciliación
0,Pagado,2023,Qtr 4,octubre,5,CT0101,PG01538,4010 €,Bizum
99,Pagado,2023,Qtr 4,octubre,5,CT0105,PG01582,890 €,Transferencia
99,Pagado,2023,Qtr 4,octubre,5,CT0108,PG01633,1420 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0110,PG01669,2220 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0111,PG01688,1020 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0118,PG01765,670 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0125,PG01840,1750 €,Efectivo
0,Pagado,2023,Qtr 4,octubre,5,CT0128,PG01919,1470 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0130,PG01952,730 €,Domiciliación
0,Pagado,2023,Qtr 4,octubre,5,CT0131,PG01989,470 €,Efectivo
0,Pagado,2023,Qtr 4,octubre,5,CT0132,PG02003,2090 €,Transferencia
0,Pagado,2023,Qtr 4,octubre,5,CT0135,PG02055,760 €,Bizum
0,Pagado,2023,Qtr 4,octubre,5,CT0140,PG02101,1070 €,Recibo
0,Pagado,2023,Qtr 4,noviembre,5,CT0002,PG00029,620 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0004,PG00062,1410 €,Domiciliación
0,Pagado,2023,Qtr 4,noviembre,5,CT0008,PG00125,1450 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0015,PG00271,910 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT0025,PG00400,1860 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0028,PG00444,910 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0036,PG00543,1200 €,Transferencia
0,Pagado,2023,Qtr 4,noviembre,5,CT0038,PG00557,920 €,Transferencia
0,Pagado,2023,Qtr 4,noviembre,5,CT0040,PG00589,1110 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0043,PG00629,1090 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT0048,PG00730,1590 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT0049,PG00751,2090 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT0050,PG00764,750 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT0063,PG00980,720 €,Transferencia
99,Pagado,2023,Qtr 4,noviembre,5,CT0069,PG01045,1490 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0070,PG01086,650 €,Transferencia
0,Pagado,2023,Qtr 4,noviembre,5,CT0079,PG01180,460 €,Domiciliación
0,Pagado,2023,Qtr 4,noviembre,5,CT0086,PG01293,490 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT0088,PG01330,940 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0090,PG01348,1230 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT0092,PG01401,980 €,Domiciliación
0,Pagado,2023,Qtr 4,noviembre,5,CT0095,PG01455,2070 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0096,PG01467,2000 €,Transferencia
0,Pagado,2023,Qtr 4,noviembre,5,CT0100,PG01506,2990 €,Domiciliación
0,Pagado,2023,Qtr 4,noviembre,5,CT0101,PG01539,4010 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT-0105,PG01583,890 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0108,PG01634,1420 €,Domiciliación
0,Pagado,2023,Qtr 4,noviembre,5,CT0110,PG01670,2220 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0118,PG01766,670 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0125,PG01841,1750 €,Domiciliación
0,Pagado,2023,Qtr 4,noviembre,5,CT0127,PG01884,1610 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT0128,PG01920,1470 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0130,PG01953,730 €,Bizum
0,Pagado,2023,Qtr 4,noviembre,5,CT0131,PG01990,470 €,Efectivo
0,Pagado,2023,Qtr 4,noviembre,5,CT0132,PG02004,2090 €,Transferencia
0,Pagado,2023,Qtr 4,noviembre,5,CT0135,PG02056,760 €,Transferencia
0,Pagado,2023,Qtr 4,noviembre,5,CT0140,PG02102,1070 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,0111,PG01690,1020 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0002,PG00030,620 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0004,PG00063,1410 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0008,PG00126,1450 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,ct0009,PG00171,580 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0015,PG00272,910 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0025,PG00401,1860 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0028,PG00445,910 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0031,PG00470,470 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0036,PG00544,1200 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0038,PG00558,920 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0040,PG00590,1110 €,Recibo
0,Pagado,2023,Qtr 4,diciembre,5,CT0042,PG00621,2710 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0043,PG00630,1090 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0048,PG00731,1590 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0049,PG00752,2090 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0050,PG00765,750 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0052,PG00821,2170 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0053,PG00842,960 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0061,PG00937,1440 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0063,PG00981,720 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0069,PG01046,1490 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0070,PG01087,650 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0079,PG01181,460 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0084,PG01270,1950 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0086,PG01294,490 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0088,PG01331,940 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0090,PG01349,1230 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0091,PG01374,950 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0092,PG01402,980 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0095,PG01456,2070 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0096,PG01468,2000 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0100,PG01507,2990 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0105,PG01584,890 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0108,PG01635,1420 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0110,PG01671,2220 €,Domiciliación
0,Pagado,2023,Qtr 4,diciembre,5,CT0118,PG01767,670 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0125,PG01842,1750 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0127,PG01885,1610 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0128,PG01921,1470 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0130,PG01954,730 €,Transferencia
0,Pagado,2023,Qtr 4,diciembre,5,CT0131,PG01991,470 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0132,PG02005,2090 €,Bizum
0,Pagado,2023,Qtr 4,diciembre,5,CT0135,PG02057,760 €,Efectivo
0,Pagado,2023,Qtr 4,diciembre,5,CT0140,PG02103,1070 €,Transferencia
0,Pagado,2024,Qtr 1,enero,5,0053,PG00843,960 €,Transferencia
0,Pagado,2024,Qtr 1,enero,5,CT0002,PG00031,620 €,Recibo
0,Pagado,2024,Qtr 1,enero,5,CT0004,PG00064,1410 €,Bizum
0,Pagado,2024,Qtr 1,enero,5,CT0008,PG00127,1450 €,Transferencia
0,Pagado,2024,Qtr 1,enero,5,CT0011,PG00180,690 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0015,PG00273,910 €,Bizum
0,Pagado,2024,Qtr 1,enero,5,CT0025,PG00402,1860 €,Bizum
0,Pagado,2024,Qtr 1,enero,5,CT0031,PG00471,470 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0036,PG00545,1200 €,Domiciliación
0,Pagado,2024,Qtr 1,enero,5,CT0038,PG00559,920 €,Domiciliación
0,Pagado,2024,Qtr 1,enero,5,CT0040,PG00591,1110 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0042,PG00622,2710 €,Transferencia
0,Pagado,2024,Qtr 1,enero,5,CT0043,PG00631,1090 €,Transferencia
0,Pagado,2024,Qtr 1,enero,5,CT0046,PG00679,480 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0049,PG00753,2090 €,Domiciliación
0,Pagado,2024,Qtr 1,enero,5,CT0050,PG00766,750 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0052,PG00822,2170 €,Domiciliación
0,Pagado,2024,Qtr 1,enero,5,CT0063,PG00982,720 €,Transferencia
0,Pagado,2024,Qtr 1,enero,5,CT0069,PG01047,1490 €,Domiciliación
0,Pagado,2024,Qtr 1,enero,5,CT0070,PG01088,650 €,Transferencia
0,Pagado,2024,Qtr 1,enero,5,CT0079,PG01182,460 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0084,PG01271,1950 €,Domiciliación
0,Pagado,2024,Qtr 1,enero,5,CT0086,PG01295,490 €,Domiciliación
0,Pagado,2024,Qtr 1,enero,5,CT0088,PG01332,940 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0090,PG01350,1230 €,Domiciliación
0,Pagado,2024,Qtr 1,enero,5,CT0092,PG01403,980 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0095,PG01457,2070 €,Bizum
0,Pagado,2024,Qtr 1,enero,5,CT0096,PG01469,2000 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0100,PG01508,2990 €,Domiciliación
0,Pagado,2024,Qtr 1,enero,5,CT0105,PG01585,890 €,Transferencia
0,Pagado,2024,Qtr 1,enero,5,CT0108,PG01636,1420 €,Bizum
0,Pagado,2024,Qtr 1,enero,5,CT0110,PG01672,2220 €,Bizum
0,Pagado,2024,Qtr 1,enero,5,CT0111,PG01691,1020 €,Efectivo
