codigo,magnitud,tipoMagnitud,lugar,profundidadKm,tsunami,red,alerta,sentidos,estado,fechaHora,fuentes,estaciones,ubicacion
ak600000597,6.9,mwr,"Jakarta, Indonesia",299.8,False,nc,,4235,reviewed,2026-12-12T02:50:00Z,"[""ak""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 73, ""magnitudLocal"": 7.2}, {""codigo"": ""II.KIV"", ""distanciaKm"": 204, ""magnitudLocal"": 6.4}, {""codigo"": ""II.KIV"", ""distanciaKm"": 95, ""magnitudLocal"": 6.7}, {""codigo"": ""II.KIV"", ""distanciaKm"": 52, ""magnitudLocal"": 6.8}]","{""type"": ""Point"", ""coordinates"": [93.777459, 86.297194]}"
ak600000598,0.6,ml,"Aleutian Islands, Alaska",332.3,False,ak,,1670,reviewed,2026-12-27T02:36:00Z,"[""pr""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 105, ""magnitudLocal"": 1.0}, {""codigo"": ""GE.STU"", ""distanciaKm"": 300, ""magnitudLocal"": 0.7}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 232, ""magnitudLocal"": 1.0}, {""codigo"": ""II.PFO"", ""distanciaKm"": 144, ""magnitudLocal"": 0.5}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 139, ""magnitudLocal"": 1.0}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 43, ""magnitudLocal"": 0.2}]","{""type"": ""Point"", ""coordinates"": [93.499974, -3.830075]}"
ak600000599,2.3,mw,"Granada, Spain",242.1,False,ak,,3516,reviewed,2026-02-05T00:29:00Z,"[""pr"", ""hv""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 91, ""magnitudLocal"": 2.2}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 268, ""magnitudLocal"": 2.0}, {""codigo"": ""GE.STU"", ""distanciaKm"": 68, ""magnitudLocal"": 2.5}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 262, ""magnitudLocal"": 2.1}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 190, ""magnitudLocal"": 2.6}]","{""type"": ""Point"", ""coordinates"": [-77.325499, -5.89967]}"
ak600000600,6.4,mw,"Aleutian Islands, Alaska",608.9,False,ci,,1390,automatic,2026-04-12T21:41:00Z,"[""uu""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 234, ""magnitudLocal"": 6.2}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 48, ""magnitudLocal"": 6.4}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 110, ""magnitudLocal"": 6.1}]","{""type"": ""Point"", ""coordinates"": [119.737452, 7.001273]}"
ak600000601,6.0,mw,"Granada, Spain",573.8,False,ak,,850,automatic,2026-01-10T04:28:00Z,"[""uu"", ""ci"", ""pr""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 39, ""magnitudLocal"": 6.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 131, ""magnitudLocal"": 6.3}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 173, ""magnitudLocal"": 6.2}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 21, ""magnitudLocal"": 5.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 171, ""magnitudLocal"": 6.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 141, ""magnitudLocal"": 6.1}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 174, ""magnitudLocal"": 6.3}]","{""type"": ""Point"", ""coordinates"": [-9.298571, -38.410968]}"
ak600000602,7.7,mwr,"Tokyo, Japan",589.8,False,ak,,2625,automatic,2026-07-05T00:45:00Z,"[""nc"", ""ak"", ""us""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 138, ""magnitudLocal"": 7.5}, {""codigo"": ""II.PFO"", ""distanciaKm"": 277, ""magnitudLocal"": 7.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 38, ""magnitudLocal"": 7.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 235, ""magnitudLocal"": 7.9}]","{""type"": ""Point"", ""coordinates"": [13.187114, 82.862098]}"
ak600000603,4.6,mb,"Santiago, Chile",178.9,False,uu,,4560,automatic,2026-11-06T21:38:00Z,"[""ci"", ""us"", ""nc""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 36, ""magnitudLocal"": 4.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 251, ""magnitudLocal"": 4.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 250, ""magnitudLocal"": 4.2}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 75, ""magnitudLocal"": 4.4}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 23, ""magnitudLocal"": 4.9}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 134, ""magnitudLocal"": 4.3}]","{""type"": ""Point"", ""coordinates"": [-95.232303, 12.242371]}"
ak600000604,1.3,mwr,"Granada, Spain",683.1,False,pr,,4735,automatic,2026-12-31T01:35:00Z,"[""us""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 85, ""magnitudLocal"": 1.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 93, ""magnitudLocal"": 1.3}]","{""type"": ""Point"", ""coordinates"": [-136.394429, 56.91858]}"
ak600000605,0.6,mb,"Jakarta, Indonesia",161.1,False,hv,,1998,automatic,2026-10-09T00:47:00Z,"[""nc"", ""ak"", ""ci""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 199, ""magnitudLocal"": 0.2}, {""codigo"": ""II.PFO"", ""distanciaKm"": 265, ""magnitudLocal"": 0.9}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 202, ""magnitudLocal"": 0.2}, {""codigo"": ""II.KIV"", ""distanciaKm"": 156, ""magnitudLocal"": 0.3}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 52, ""magnitudLocal"": 0.4}]","{""type"": ""Point"", ""coordinates"": [-80.50911, 50.946908]}"
ak600000606,6.6,ml,"Granada, Spain",385.3,False,pr,,3219,reviewed,2026-10-25T13:59:00Z,"[""uu"", ""ak""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 55, ""magnitudLocal"": 6.1}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 13, ""magnitudLocal"": 6.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 98, ""magnitudLocal"": 6.1}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 173, ""magnitudLocal"": 7.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 229, ""magnitudLocal"": 6.9}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 15, ""magnitudLocal"": 7.0}, {""codigo"": ""II.PFO"", ""distanciaKm"": 228, ""magnitudLocal"": 6.5}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 221, ""magnitudLocal"": 6.4}]","{""type"": ""Point"", ""coordinates"": [75.225156, 36.734338]}"
ak600000607,7.6,mwr,"Mexico City, Mexico",659.8,False,us,,3181,reviewed,2026-11-22T12:15:00Z,"[""nc""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 56, ""magnitudLocal"": 7.5}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 245, ""magnitudLocal"": 7.1}, {""codigo"": ""II.PFO"", ""distanciaKm"": 193, ""magnitudLocal"": 7.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 225, ""magnitudLocal"": 7.5}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 155, ""magnitudLocal"": 7.7}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 278, ""magnitudLocal"": 7.8}]","{""type"": ""Point"", ""coordinates"": [-95.731257, -11.979174]}"
ak600000608,4.9,ml,"Granada, Spain",628.4,False,uu,,4682,reviewed,2026-12-20T09:08:00Z,"[""ak""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 191, ""magnitudLocal"": 4.4}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 97, ""magnitudLocal"": 4.8}, {""codigo"": ""II.KIV"", ""distanciaKm"": 296, ""magnitudLocal"": 4.9}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 16, ""magnitudLocal"": 5.1}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 69, ""magnitudLocal"": 4.4}, {""codigo"": ""II.KIV"", ""distanciaKm"": 72, ""magnitudLocal"": 4.8}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 237, ""magnitudLocal"": 5.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 199, ""magnitudLocal"": 4.4}]","{""type"": ""Point"", ""coordinates"": [102.22743, -24.982755]}"
ak600000609,4.6,ml,"Wellington, New Zealand",680.1,False,ak,,2165,reviewed,2026-07-31T17:52:00Z,"[""us"", ""ak""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 75, ""magnitudLocal"": 4.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 99, ""magnitudLocal"": 4.9}, {""codigo"": ""II.KIV"", ""distanciaKm"": 282, ""magnitudLocal"": 4.8}, {""codigo"": ""GE.STU"", ""distanciaKm"": 148, ""magnitudLocal"": 4.2}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 75, ""magnitudLocal"": 4.5}, {""codigo"": ""GE.STU"", ""distanciaKm"": 88, ""magnitudLocal"": 4.2}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 176, ""magnitudLocal"": 4.6}]","{""type"": ""Point"", ""coordinates"": [116.390699, -27.60994]}"
ak600000610,2.8,mwr,"Granada, Spain",340.3,False,pr,,407,automatic,2026-04-03T01:19:00Z,"[""ci"", ""us"", ""hv""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 69, ""magnitudLocal"": 3.1}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 259, ""magnitudLocal"": 3.1}]","{""type"": ""Point"", ""coordinates"": [-32.396852, 81.115046]}"
ak600000611,4.2,mwr,"Aleutian Islands, Alaska",148.0,False,us,green,2144,reviewed,2026-12-09T05:53:00Z,"[""ak""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 291, ""magnitudLocal"": 4.3}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 7, ""magnitudLocal"": 3.8}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 271, ""magnitudLocal"": 4.4}]","{""type"": ""Point"", ""coordinates"": [-130.9501, -14.456646]}"
ak600000612,3.6,ml,"Tokyo, Japan",653.8,False,ak,,4705,reviewed,2026-09-29T17:07:00Z,"[""nc""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 38, ""magnitudLocal"": 3.2}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 292, ""magnitudLocal"": 3.7}]","{""type"": ""Point"", ""coordinates"": [-115.919908, -6.512066]}"
ak600000613,7.0,mb,"Santiago, Chile",686.7,False,ak,,268,reviewed,2026-11-08T05:25:00Z,"[""uu""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 190, ""magnitudLocal"": 6.7}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 32, ""magnitudLocal"": 7.3}]","{""type"": ""Point"", ""coordinates"": [-25.132332, -33.496182]}"
ak600000614,0.6,ml,"Mexico City, Mexico",669.9,False,uu,,721,automatic,2026-03-05T01:51:00Z,"[""us"", ""hv""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 292, ""magnitudLocal"": 0.8}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 121, ""magnitudLocal"": 0.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 295, ""magnitudLocal"": 0.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 289, ""magnitudLocal"": 0.7}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 181, ""magnitudLocal"": 0.2}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 147, ""magnitudLocal"": 1.1}]","{""type"": ""Point"", ""coordinates"": [111.937244, -75.124357]}"
ak600000615,7.7,mb,"Athens, Greece",507.8,False,ci,,2097,automatic,2026-02-03T01:29:00Z,"[""uu"", ""us""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 292, ""magnitudLocal"": 7.9}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 118, ""magnitudLocal"": 7.9}, {""codigo"": ""II.KIV"", ""distanciaKm"": 244, ""magnitudLocal"": 8.1}]","{""type"": ""Point"", ""coordinates"": [-28.55633, -79.114412]}"
ak600000616,7.4,mww,"Jakarta, Indonesia",685.3,False,ci,,1129,automatic,2026-11-23T01:57:00Z,"[""hv"", ""ak""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 133, ""magnitudLocal"": 7.8}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 285, ""magnitudLocal"": 7.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 167, ""magnitudLocal"": 7.7}]","{""type"": ""Point"", ""coordinates"": [-19.614212, -10.01997]}"
ak600000617,2.7,mwr,"Athens, Greece",35.2,False,uu,,2658,automatic,2026-09-14T15:19:00Z,"[""ci""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 208, ""magnitudLocal"": 2.4}, {""codigo"": ""GE.STU"", ""distanciaKm"": 9, ""magnitudLocal"": 2.8}]","{""type"": ""Point"", ""coordinates"": [46.419861, -34.294805]}"
ak600000618,0.7,mw,"Wellington, New Zealand",693.1,False,pr,,3187,automatic,2026-03-02T16:22:00Z,"[""pr"", ""us"", ""uu""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 264, ""magnitudLocal"": 1.1}, {""codigo"": ""II.KIV"", ""distanciaKm"": 14, ""magnitudLocal"": 0.3}]","{""type"": ""Point"", ""coordinates"": [48.184525, -16.897877]}"
ak600000619,5.5,mwr,"Jakarta, Indonesia",643.6,False,ci,yellow,2783,automatic,2026-07-15T04:30:00Z,"[""hv"", ""ak""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 95, ""magnitudLocal"": 6.0}, {""codigo"": ""II.KIV"", ""distanciaKm"": 74, ""magnitudLocal"": 5.2}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 294, ""magnitudLocal"": 5.4}, {""codigo"": ""II.PFO"", ""distanciaKm"": 10, ""magnitudLocal"": 5.2}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 30, ""magnitudLocal"": 5.1}, {""codigo"": ""II.KIV"", ""distanciaKm"": 177, ""magnitudLocal"": 5.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 182, ""magnitudLocal"": 6.0}]","{""type"": ""Point"", ""coordinates"": [164.110191, -1.383715]}"
ak600000620,6.6,ml,"Santiago, Chile",493.0,False,pr,,4742,automatic,2026-02-06T01:22:00Z,"[""hv""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 19, ""magnitudLocal"": 7.0}, {""codigo"": ""II.KIV"", ""distanciaKm"": 29, ""magnitudLocal"": 6.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 152, ""magnitudLocal"": 7.1}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 160, ""magnitudLocal"": 6.9}]","{""type"": ""Point"", ""coordinates"": [-54.64447, 78.783782]}"
ak600000621,7.5,mw,"Aleutian Islands, Alaska",299.9,False,nc,,2942,reviewed,2026-07-26T22:57:00Z,"[""hv""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 282, ""magnitudLocal"": 7.3}, {""codigo"": ""II.KIV"", ""distanciaKm"": 118, ""magnitudLocal"": 8.0}]","{""type"": ""Point"", ""coordinates"": [66.968887, -28.71583]}"
ak600000622,0.9,mw,"Jakarta, Indonesia",271.6,False,nc,,3071,automatic,2026-12-21T13:04:00Z,"[""ak""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 14, ""magnitudLocal"": 0.8}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 285, ""magnitudLocal"": 0.5}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 229, ""magnitudLocal"": 0.9}, {""codigo"": ""II.PFO"", ""distanciaKm"": 128, ""magnitudLocal"": 1.4}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 69, ""magnitudLocal"": 1.1}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 104, ""magnitudLocal"": 1.0}]","{""type"": ""Point"", ""coordinates"": [-38.653018, -7.474271]}"
ak600000623,6.6,ml,"Granada, Spain",592.6,False,pr,,261,automatic,2026-04-28T00:05:00Z,"[""ci"", ""pr"", ""ak""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 10, ""magnitudLocal"": 6.2}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 199, ""magnitudLocal"": 6.4}, {""codigo"": ""GE.STU"", ""distanciaKm"": 205, ""magnitudLocal"": 6.3}, {""codigo"": ""II.KIV"", ""distanciaKm"": 240, ""magnitudLocal"": 6.6}, {""codigo"": ""GE.STU"", ""distanciaKm"": 36, ""magnitudLocal"": 6.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 117, ""magnitudLocal"": 6.9}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 174, ""magnitudLocal"": 7.0}]","{""type"": ""Point"", ""coordinates"": [-51.778982, -88.988652]}"
ak600000624,6.6,mb,"Granada, Spain",378.8,False,hv,,2740,reviewed,2026-06-26T22:18:00Z,"[""uu"", ""nc""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 64, ""magnitudLocal"": 6.2}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 232, ""magnitudLocal"": 6.3}]","{""type"": ""Point"", ""coordinates"": [20.334078, 86.763881]}"
ak600000625,4.1,mwr,"Aleutian Islands, Alaska",600.1,False,ak,,2095,reviewed,2026-11-05T09:09:00Z,"[""ak"", ""pr""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 207, ""magnitudLocal"": 3.6}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 219, ""magnitudLocal"": 4.3}, {""codigo"": ""GE.STU"", ""distanciaKm"": 9, ""magnitudLocal"": 4.5}, {""codigo"": ""GE.STU"", ""distanciaKm"": 239, ""magnitudLocal"": 4.0}]","{""type"": ""Point"", ""coordinates"": [34.501585, -89.802473]}"
ak600000626,4.1,mwr,"Tokyo, Japan",63.7,False,nc,,4692,reviewed,2026-01-05T10:56:00Z,"[""ak"", ""pr"", ""hv""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 225, ""magnitudLocal"": 4.3}, {""codigo"": ""GE.STU"", ""distanciaKm"": 55, ""magnitudLocal"": 4.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 39, ""magnitudLocal"": 4.0}]","{""type"": ""Point"", ""coordinates"": [23.595621, -11.927727]}"
ak600000627,6.7,mwr,"Wellington, New Zealand",352.2,False,us,,4170,reviewed,2026-03-01T09:14:00Z,"[""hv"", ""ak""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 296, ""magnitudLocal"": 6.9}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 90, ""magnitudLocal"": 6.9}, {""codigo"": ""II.KIV"", ""distanciaKm"": 200, ""magnitudLocal"": 6.8}, {""codigo"": ""II.PFO"", ""distanciaKm"": 30, ""magnitudLocal"": 7.0}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 126, ""magnitudLocal"": 6.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 39, ""magnitudLocal"": 6.7}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 84, ""magnitudLocal"": 6.7}]","{""type"": ""Point"", ""coordinates"": [56.648351, 89.177208]}"
ak600000628,1.6,mw,"Santiago, Chile",505.7,False,pr,,83,automatic,2026-05-10T08:20:00Z,"[""pr"", ""uu"", ""ak""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 155, ""magnitudLocal"": 1.6}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 74, ""magnitudLocal"": 1.8}, {""codigo"": ""GE.STU"", ""distanciaKm"": 35, ""magnitudLocal"": 1.4}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 147, ""magnitudLocal"": 1.6}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 113, ""magnitudLocal"": 1.8}, {""codigo"": ""II.KIV"", ""distanciaKm"": 38, ""magnitudLocal"": 1.5}]","{""type"": ""Point"", ""coordinates"": [-134.070958, 24.127896]}"
ak600000629,8.3,mb,"Tokyo, Japan",194.0,False,ci,,2748,automatic,2026-04-06T12:53:00Z,"[""hv"", ""ci""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 259, ""magnitudLocal"": 8.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 57, ""magnitudLocal"": 8.0}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 26, ""magnitudLocal"": 8.7}]","{""type"": ""Point"", ""coordinates"": [-109.065077, 32.792748]}"
ak600000630,7.1,mwr,"Granada, Spain",241.2,False,uu,,1303,automatic,2026-11-17T09:02:00Z,"[""uu""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 187, ""magnitudLocal"": 7.0}, {""codigo"": ""II.KIV"", ""distanciaKm"": 280, ""magnitudLocal"": 6.8}, {""codigo"": ""II.KIV"", ""distanciaKm"": 16, ""magnitudLocal"": 7.3}, {""codigo"": ""II.KIV"", ""distanciaKm"": 217, ""magnitudLocal"": 7.3}, {""codigo"": ""II.KIV"", ""distanciaKm"": 245, ""magnitudLocal"": 6.9}]","{""type"": ""Point"", ""coordinates"": [-169.498212, -45.370533]}"
ak600000631,8.2,mww,"Athens, Greece",378.9,False,uu,,3421,reviewed,2026-10-13T08:38:00Z,"[""uu"", ""ak""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 295, ""magnitudLocal"": 7.8}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 65, ""magnitudLocal"": 8.1}, {""codigo"": ""II.PFO"", ""distanciaKm"": 261, ""magnitudLocal"": 7.8}]","{""type"": ""Point"", ""coordinates"": [-42.060703, 36.076718]}"
ak600000632,7.9,mww,"Mexico City, Mexico",59.0,False,ci,,1608,reviewed,2026-09-21T08:39:00Z,"[""uu"", ""us"", ""pr""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 151, ""magnitudLocal"": 8.2}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 158, ""magnitudLocal"": 8.1}]","{""type"": ""Point"", ""coordinates"": [24.319038, -28.117817]}"
ak600000633,2.9,mw,"Aleutian Islands, Alaska",423.2,False,ak,,4216,automatic,2026-05-04T00:29:00Z,"[""pr"", ""ci"", ""nc""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 227, ""magnitudLocal"": 3.3}, {""codigo"": ""II.KIV"", ""distanciaKm"": 50, ""magnitudLocal"": 2.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 135, ""magnitudLocal"": 2.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 75, ""magnitudLocal"": 3.3}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 289, ""magnitudLocal"": 3.1}]","{""type"": ""Point"", ""coordinates"": [162.133564, 21.185865]}"
ak600000634,6.4,mw,"Wellington, New Zealand",651.2,False,ci,,229,reviewed,2026-08-15T13:28:00Z,"[""hv"", ""uu"", ""ci""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 297, ""magnitudLocal"": 6.6}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 117, ""magnitudLocal"": 6.1}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 127, ""magnitudLocal"": 6.8}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 240, ""magnitudLocal"": 6.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 192, ""magnitudLocal"": 6.6}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 277, ""magnitudLocal"": 6.1}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 138, ""magnitudLocal"": 6.8}, {""codigo"": ""II.PFO"", ""distanciaKm"": 128, ""magnitudLocal"": 6.0}]","{""type"": ""Point"", ""coordinates"": [100.210327, -19.727225]}"
ak600000635,6.0,mwr,"Granada, Spain",472.6,False,nc,,2720,reviewed,2026-10-20T06:33:00Z,"[""ak"", ""hv"", ""us""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 176, ""magnitudLocal"": 6.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 127, ""magnitudLocal"": 5.9}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 143, ""magnitudLocal"": 5.9}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 37, ""magnitudLocal"": 5.9}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 69, ""magnitudLocal"": 5.6}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 151, ""magnitudLocal"": 5.9}]","{""type"": ""Point"", ""coordinates"": [93.750416, 17.270019]}"
ak600000636,3.1,ml,"Jakarta, Indonesia",658.0,False,ak,,2169,automatic,2026-11-22T06:22:00Z,"[""uu""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 127, ""magnitudLocal"": 2.6}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 74, ""magnitudLocal"": 2.8}, {""codigo"": ""II.KIV"", ""distanciaKm"": 141, ""magnitudLocal"": 2.8}]","{""type"": ""Point"", ""coordinates"": [143.013824, 79.372555]}"
ak600000637,7.0,ml,"Tokyo, Japan",210.8,False,hv,,4497,reviewed,2026-02-10T15:48:00Z,"[""nc""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 117, ""magnitudLocal"": 7.2}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 120, ""magnitudLocal"": 6.6}, {""codigo"": ""II.PFO"", ""distanciaKm"": 20, ""magnitudLocal"": 7.0}, {""codigo"": ""II.KIV"", ""distanciaKm"": 258, ""magnitudLocal"": 7.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 90, ""magnitudLocal"": 6.6}]","{""type"": ""Point"", ""coordinates"": [-78.893524, -61.844685]}"
ak600000638,3.4,mwr,"Mexico City, Mexico",678.6,False,ci,green,2653,reviewed,2026-11-12T06:16:00Z,"[""us""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 137, ""magnitudLocal"": 3.2}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 29, ""magnitudLocal"": 3.0}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 88, ""magnitudLocal"": 3.8}, {""codigo"": ""II.PFO"", ""distanciaKm"": 275, ""magnitudLocal"": 3.3}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 80, ""magnitudLocal"": 3.1}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 241, ""magnitudLocal"": 3.4}]","{""type"": ""Point"", ""coordinates"": [-11.508991, -69.934478]}"
ak600000639,7.8,mwr,"Jakarta, Indonesia",452.0,False,us,,4699,automatic,2026-09-18T00:56:00Z,"[""uu""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 229, ""magnitudLocal"": 8.2}, {""codigo"": ""II.KIV"", ""distanciaKm"": 17, ""magnitudLocal"": 8.2}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 171, ""magnitudLocal"": 7.9}, {""codigo"": ""II.PFO"", ""distanciaKm"": 23, ""magnitudLocal"": 7.3}, {""codigo"": ""GE.STU"", ""distanciaKm"": 252, ""magnitudLocal"": 8.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 70, ""magnitudLocal"": 7.4}, {""codigo"": ""GE.STU"", ""distanciaKm"": 168, ""magnitudLocal"": 7.8}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 66, ""magnitudLocal"": 7.7}]","{""type"": ""Point"", ""coordinates"": [-36.721436, 55.102137]}"
